,movie_title,imdb_score_scaled,budget_scaled,num_voted_users_scaled,movie_facebook_likes_scaled,cast_total_facebook_likes_scaled,num_critic_for_reviews_scaled,gross_scaled,Approved,G,GP,M,NC-17,Not Rated,PG,PG-13,Passed,R,TV-14,TV-G,TV-MA,TV-PG,TV-Y7,Unrated,X,unknown
3747,Lone Wolf McQuade ,-0.05994342428865939,-0.7205716557437652,-0.5642074436509867,-0.3948651125392976,-0.42632656446161854,-0.9290776777187707,-0.5997404653217984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3748,Apollo 18 ,-1.0378362092267965,-0.7205716557437652,-0.29762830809970153,-0.3948651125392976,-0.46956991538434456,0.6845179743747887,-0.523283210232109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3749,Sunshine Cleaning ,0.4734526402230524,-0.6502856638059149,-0.20306857193482417,-0.3948651125392976,-0.41906087977587664,0.4169367858366608,-0.6017606533718551,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3750,No Escape ,0.3845532961377667,-0.7205716557437652,-0.28779474748732414,0.3997075812429458,-0.5327563180651761,0.4818049527549948,-0.38940130253627986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3751,The Beastmaster ,-0.14884276837394428,-0.6502856638059149,-0.514143211030513,-0.3948651125392976,0.6425308150663877,-0.8074498647468943,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3752,Solomon and Sheba ,-0.14884276837394428,-0.7205716557437652,-0.6046554319157101,-0.38145669833172224,-0.47899025139068585,-1.050705490690647,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3753,Fifty Shades of Black ,-2.5491250586766454,-0.7205716557437652,-0.5537762633328848,0.15140361443599476,-0.4030262652969979,-0.685822051775018,-0.6070579095754972,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3754,Not Easily Broken ,-0.23774211245923,-0.6502856638059149,-0.6025569718126546,-0.3582154470385916,-0.43203889586971905,-0.7993413438821025,-0.6224288619617744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3755,A Farewell to Arms ,0.2067546079671961,-0.8189720444567558,-0.5944551501202745,-0.3842873635533215,-0.4813954435625176,-0.8236669064764778,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3756,The Perfect Match ,-1.660131617823793,-0.7205716557437652,-0.6103396102531133,-0.3581161254518688,-0.3677501134434647,-1.0669225324202305,-0.6351776913499159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3757,Digimon: The Movie ,-0.4155408006297998,-0.7205716557437652,-0.5832837363030364,-0.38458532831348985,-0.5299502605313723,-0.9290776777187707,-0.6355906606639886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3758,Saved! ,0.4734526402230524,-0.7205716557437652,-0.3448470559849638,-0.3948651125392976,-0.2617212252018792,-0.18309375815792914,-0.6473309297258946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3760,Robin and Marian ,0.2067546079671961,-0.7205716557437652,-0.5577083293512318,-0.36149305940044335,-0.4856546380334698,-0.9452947194483542,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3761,The Forsaken ,-0.9489368651415115,-0.7205716557437652,-0.5686488446458036,-0.378626033110123,-0.3952093907385445,-0.7101476143693932,-0.6756547770960716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3763,UHF ,0.5623519843083373,-0.7205716557437652,-0.47291424246853586,-0.3948651125392976,-0.3482079270473313,-0.685822051775018,-0.6839941109127883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3764,Grandma's Boy ,0.5623519843083373,,-0.15755439843748087,-0.3948651125392976,-0.28507163253674633,-0.6696050100454345,-0.6849548756075493,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3765,Slums of Beverly Hills ,0.2067546079671961,-0.7205716557437652,-0.5543331362404917,-0.37192182600633533,-0.41089324802569777,-0.6777135309102262,-0.6934310850701774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3767,Made ,0.028955919796626303,-0.7205716557437652,-0.5161262218722356,-0.37534842074827124,-0.282916981216147,-0.5074345927495993,-0.6958238085570387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3769,Keeping Up with the Steins ,-0.8600375210562259,,-0.5998880565359527,-0.3824995749923114,-0.2500961297046921,-0.815558385611686,-0.7094934288723107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3773,Bottle Shock ,0.3845532961377667,-0.7205716557437652,-0.5352772169875009,-0.3948651125392976,0.7408430450900128,-0.28039600853543023,-0.7135048320079542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3774,Jekyll and Hyde... Together Again ,-0.14884276837394428,-0.7205716557437652,-0.6123701590259731,-0.3788246762835686,-0.4793911167526578,-0.9939458446371047,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3776,90 Minutes in Heaven ,-1.5712322737385083,-0.7205716557437652,-0.6044516979251222,-0.3948651125392976,-0.21416857163795447,-1.0669225324202305,-0.704305804246931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3777,Everything Must Go ,0.028955919796626303,-0.7205716557437652,-0.34463653086135626,-0.3948651125392976,-0.018746707676620067,0.09259595124499054,-0.7320399723166564,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3778,Zero Effect ,0.5623519843083373,-0.7205716557437652,-0.5343739962958943,-0.36968709030507274,-0.4851535563310048,-0.5074345927495993,-0.7422303132638526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3780,Light Sleeper ,0.3845532961377667,-0.7205716557437652,-0.5934636446994133,-0.38259889657903423,-0.4855544216929768,-1.0101628863666883,-0.7545046162454593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3781,Kill the Messenger ,0.5623519843083373,-0.7205716557437652,-0.39844267777562825,0.25072520115877517,0.10051073751004042,0.1574641181633246,-0.7357426558279979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3782,Rabbit Hole ,0.5623519843083373,-0.7205716557437652,-0.3425109062262222,-0.3948651125392976,-0.46646320882906184,0.8466883916706238,-0.7388635516163132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3783,Party Monster ,-0.05994342428865939,-0.7205716557437652,-0.5322755361928387,-0.3948651125392976,-0.2859234714309367,-0.8479924690708531,-0.765705288243861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3784,Green Room ,0.6512513283936222,-0.7205716557437652,-0.4224629152659451,0.10174282107460454,-0.45373573358645186,1.4467189356652137,-0.7249595960681967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3785,The Oh in Ohio ,-0.6822388328856561,-0.7205716557437652,-0.5810426624065692,-0.3822016102321431,-0.46230423069860266,-0.7587987395581438,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3786,Atlas Shrugged: Who Is John Galt? ,-1.749030961909078,-0.7205716557437652,-0.605449994479003,-0.3948651125392976,-0.376268502385369,-1.0669225324202305,-0.7582662216758822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3787,Bottle Rocket ,0.6512513283936222,-0.6737143277851984,-0.24838580257459913,-0.3948651125392976,-0.5132642398392891,-0.49121755102001585,-0.7553289235757977,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3788,Albino Alligator ,-0.23774211245923,-0.7205716557437652,-0.5733143530302671,-0.3836914340329848,0.14164954528241364,-0.8642095108004366,-0.765291984304597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3790,Standard Operating Procedure ,1.0068487047347634,,-0.5957454653939981,-0.3705809845855778,-0.5454336851375395,-0.18309375815792914,-0.7666510924040327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3793,"Lovely, Still ",0.8290500165641927,-0.7205716557437652,-0.6077589797056663,-0.3562786760974974,-0.29584488913974294,-0.9452947194483542,-0.7681026685979663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3794,Tycoon ,-0.14884276837394428,-0.7625323929306619,-0.6116367166598565,-0.3926800376313964,-0.5187761385664037,-1.0912480950146057,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,Desert Blue ,-0.14884276837394428,-0.7908576476816156,-0.6055586526073167,-0.39143851779736166,-0.38503743217850583,-0.9128606359891871,-0.7684592256818915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3797,The Visit ,-0.14884276837394428,-0.7205716557437652,-0.17489895216953322,0.9459763082182382,-0.4951250822100575,1.8440364580400097,0.13739895469299065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3798,Redacted ,-0.14884276837394428,-0.7205716557437652,-0.5584281894513091,-0.36710472905028046,-0.5252902006984481,-0.08579150778042809,-0.7689341145990501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3800,Saving Grace             ,1.0068487047347634,,-0.5921937028247486,-0.3633801695481762,-0.2850215243664998,-1.0912480950146057,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3801,Area 51 ,-1.9268296500796487,-0.7205716557437652,-0.5647846899576525,-0.3948651125392976,-0.5398716782401785,-0.7101476143693932,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3804,Dead Like Me: Life After Death ,-0.23774211245923,-0.7205716557437652,-0.5454571253838777,-0.35081598882774445,-0.3591315081610674,-1.0101628863666883,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3805,Farce of the Penguins ,-1.9268296500796487,,-0.5890018703055376,-0.3740572401208751,-0.008223991924855907,-1.0101628863666883,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3806,Flying By ,-1.660131617823793,,-0.6168930536170251,-0.3929780023915648,-0.38453635047604084,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3807,Psych             ,1.8069428015023306,,-0.1612080280020244,-0.3948651125392976,-0.3406917015103569,-0.8561009899356449,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3808,Rudderless ,1.0068487047347634,-0.7205716557437652,-0.5322959095918974,-0.3948651125392976,-0.44621950804947746,-0.8074498647468943,-0.7693195888765805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3809,Henry & Me ,0.2956539520524818,-0.603428335847348,-0.617789483175612,-0.38667108163466823,-0.42001293501056003,-1.1398992202033562,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3810,Christmas Eve ,-1.1267355533120822,,-0.6109440210918576,-0.3948651125392976,-0.36965422391283154,-1.115573657608981,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3811,We Have Your Husband ,-0.771138176970941,-0.7205716557437652,-0.6168862624840055,-0.391984786524337,-0.3924534413749872,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3814,Capricorn One ,0.3845532961377667,-0.7205716557437652,-0.5097765124989118,-0.29554352581651716,-0.28562282240945774,-0.6452794474510593,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3815,Should've Been Romeo ,0.2956539520524818,-0.7205716557437652,-0.6180950841614938,-0.3931269847716489,-0.295644456458757,-1.148007741068148,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3816,Running Forever ,1.9847414896729005,-0.7205716557437652,-0.6182988181520818,-0.3924317336645895,-0.39435755184435406,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3817,Yoga Hosers ,-1.3934335855679376,-0.7205716557437652,-0.6125874752826002,-0.3948651125392976,1.7650039367581445,-0.8804265525300201,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3818,Navy Seals vs. Zombies ,-2.6380244027619306,,-0.612050975774052,-0.3948651125392976,-0.4029761571267514,-0.9939458446371047,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3821,Sling Blade ,1.4513454251611895,-0.8168634646986203,-0.12638309787752777,-0.3948651125392976,-0.34695522279116886,-0.320938612859389,-0.4285878225763279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3823,Hostel ,-0.4155408006297998,-0.725257388539622,0.32435119176618626,-0.3948651125392976,-0.39591090512199545,1.2926570392341703,-0.11066726036121682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3825,Take Shelter ,0.9179493606494785,-0.7205716557437652,-0.15512317281646493,0.3003859945201654,-0.46956991538434456,1.7467342076625088,-0.7457211372010243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3826,Lady in White ,0.2956539520524818,-0.7276002549375503,-0.5864687776892278,-0.3948651125392976,-0.4182090408816862,-0.11011707037480335,-0.7460673348467391,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3828,Let's Kill Ward's Wife ,-0.8600375210562259,-0.7205716557437652,-0.5895112052820075,-0.3948651125392976,-0.4220172618204199,-1.0588140115554387,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3829,The Texas Chainsaw Massacre 2 ,-0.771138176970941,-0.7276002549375503,-0.48773249471729785,-0.3948651125392976,-0.5306016667445768,0.12503003470415755,-0.6579391478233009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3830,Pat Garrett & Billy the Kid ,0.9179493606494785,-0.72903448746037,-0.5268969588413174,-0.3948651125392976,-0.42502375203520965,-0.7263646560989767,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3833,Without Men ,-2.8158230909325006,-0.7276002549375503,-0.6086622003972728,-0.370481662998855,-0.44521734464454754,-1.1317906993385645,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3841,Police Academy ,0.2956539520524818,-0.7322859877334069,-0.02250592720976249,-0.3948651125392976,-0.3897476001816765,-0.7993413438821025,0.3623069593387965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3842,The Blue Lagoon ,-0.5933394888003704,-0.7322859877334069,-0.2779476046089076,-0.3948651125392976,-0.46245455520934214,-0.8723180316652284,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3844,Fast Times at Ridgemont High ,0.7401506724789079,-0.7322859877334069,-0.13470902695955447,-0.3948651125392976,-0.2950932665860455,-0.2074193207523044,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3845,Moby Dick ,0.9179493606494785,-0.7322859877334069,-0.5268494209101802,-0.3948651125392976,-0.5162707300540789,-0.8236669064764778,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3846,25th Hour ,1.184647392905334,-0.4862850159509307,0.39711139093815523,-0.3948651125392976,0.7595835007622023,0.47369643189020305,-0.5877379755944491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3847,Secrets and Lies             ,1.184647392905334,,-0.5724315057377194,-0.29554352581651716,-0.46621266797782934,-1.1236821784737727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3848,Bound ,0.9179493606494785,-0.7322859877334069,-0.33897951705603147,-0.29554352581651716,-0.3619375656948712,-0.1912022790227209,-0.7168797501445288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3849,Requiem for a Dream ,1.8069428015023306,-0.7322859877334069,3.276640075976803,1.4922450351935306,-0.43374257365809993,0.7331690995635393,-0.7195184649750609,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3850,State Fair ,0.6512513283936222,,-0.5996367846142275,-0.3699850550652411,-0.5208806817167565,-1.0263799280962718,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,Moms' Night Out ,-0.8600375210562259,-0.7205716557437652,-0.5471616997717966,-0.3948651125392976,-0.4101917336422468,-0.7669072604229356,-0.6244231583876633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3854,Donnie Darko ,1.5402447692464745,-0.7322859877334069,3.3272883460369624,1.2439410683865795,0.30810888684127336,1.1304866219383352,-0.7596929380066538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3857,Spun ,0.3845532961377667,-0.7908576476816156,-0.39861245610111823,-0.24588273245512696,-0.44000609493891196,-0.4182408632368901,-0.764121730297437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3858,Life During Wartime ,0.1178552638819112,,-0.5812396052641375,-0.3948651125392976,-0.29313904794643214,0.12503003470415755,-0.765954082073508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3865,After.Life ,-0.4155408006297998,-0.7322859877334069,-0.4089417694239262,-0.0472395590095661,0.24898124595040808,-0.0452489034564693,-0.7683325979324601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3867,One Flew Over the Cuckoo's Nest ,2.0736408337581853,-0.7346288541313353,3.9998957425639503,1.1942802750251893,-0.4366989557026432,0.043944826056240005,0.791742621361207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3868,R.L. Stine's Monsterville: The Cabinet of Souls ,-0.4155408006297998,-0.7346288541313353,-0.6121256782372676,-0.38374109482634616,0.4763220143587604,-1.1236821784737727,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3869,Silent Movie ,0.2956539520524818,-0.7346288541313353,-0.532336656390015,-0.3636284735149832,-0.3978651237616088,-0.8479924690708531,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3872,Falcon Rising ,-0.5044401447150855,-0.7322859877334069,-0.5847234565031911,-0.3948651125392976,-0.39095019626759236,-0.9290776777187707,-0.7697204280274726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3879,Pan ,-0.5044401447150855,2.676584621252335,-0.3468776047578235,0.7969939281340676,0.5267809417969819,0.9115565585889579,-0.28233706633966565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3880,High School Musical ,-1.0378362092267965,-0.739314586927192,-0.21595135127300086,-0.3948651125392976,-0.4178081755197142,-0.7020390935046015,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3881,Animal Kingdom             ,1.5402447692464745,,-0.5934093156352566,-0.3948651125392976,-0.3941070109931216,-1.0993566158793975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3886,Survival of the Dead ,-1.215634897397367,-0.7440003197230487,-0.4996577242997113,-0.3948651125392976,-0.4479732940081048,1.0575099341552094,-0.7684326229791922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3887,Night of the Living Dead ,1.4513454251611895,-0.8350441079465442,-0.02088284641807866,-0.3948651125392976,-0.5255407415496807,1.138595142803127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3888,Lost in Translation ,1.2735467369906188,-0.7440003197230487,1.5635224427191454,0.44936837460433604,1.058478736282551,0.9845332463720836,-0.148470453803617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3889,Annie Hall ,1.5402447692464745,-0.7440003197230487,0.6919280575849274,-0.3948651125392976,0.09018845443926224,0.08448743038019879,-0.22328712523721775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3890,The Greatest Show on Earth ,0.2956539520524818,-0.7440003197230487,-0.5541361933829234,-0.3638271166884287,-0.5043950937056593,-0.8074498647468943,-0.26790381739539026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3892,Monster's Ball ,0.6512513283936222,-0.7440003197230487,-0.13282109198010633,-0.3948651125392976,0.14109835540970217,0.07637890951540703,-0.33409039360656606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3893,Maggie ,-0.6822388328856561,-0.6385713318162731,-0.4131318984970179,0.6976723414112871,-0.45128043324437356,0.9115565585889579,-0.7680126683642534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3894,Leaving Las Vegas ,1.0957480488200482,-0.753371785314762,0.019293496525860897,-0.3948651125392976,0.19701907340479172,-0.16687671642834565,-0.3241160113921317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3895,Hansel & Gretel Get Baked ,-1.8379303059943637,-0.7322859877334069,-0.5992972279632477,-0.3948651125392976,-0.41374941372974805,-0.7912328230173108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3896,The Return of the Living Dead ,0.8290500165641927,-0.7440003197230487,-0.347678958454136,-0.3948651125392976,-0.4445158302610966,0.4818049527549948,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3897,The Front Page ,0.8290500165641927,-0.7440003197230487,-0.5571854121087227,-0.3620393281274187,-0.48470258279878636,-0.8885350733948119,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3898,The Boy Next Door ,-1.5712322737385083,-0.7440003197230487,-0.43364791134922237,0.002421234351824117,-0.30486435978411225,0.043944826056240005,-0.27647077999841135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3899,Trapeze ,0.3845532961377667,-0.7440003197230487,-0.5972870525894468,-0.38081110801802415,-0.49632767829597346,-1.0020543655018965,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,Saving Grace             ,1.0068487047347634,,-0.5921937028247486,-0.3633801695481762,-0.2850215243664998,-1.0912480950146057,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3901,The Kids Are All Right ,0.6512513283936222,-0.7557146517126904,0.1328548228795724,0.3997075812429458,0.38853250008689943,1.4548274565300054,-0.4797879725740484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3902,They Live ,0.8290500165641927,-0.7440003197230487,-0.11919807914279348,0.9459763082182382,-0.5037937956627013,0.2304408059464504,-0.5884618117111339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3903,The Great Escape ,1.7180434574170458,-0.7440003197230487,0.506516543883873,0.002421234351824117,-0.4562912502690231,-0.2641789668058467,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,What the #$*! Do We (K)now!? ,-0.8600375210562259,,-0.5364588741329108,-0.29554352581651716,-0.4129977911760506,-0.5641942388031417,-0.6172831770270235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3906,Boyhood ,1.4513454251611895,-0.7440003197230487,1.1882240586571218,4.173927876708602,-0.5120115355831267,3.2792446511081503,-0.4162654729943534,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3908,Planet of the Apes ,-0.5933394888003704,1.5051514222881626,0.5886281332238279,-0.3948651125392976,-0.40663405355474563,0.7007350161043722,1.7400110172117282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3909,The Wash ,-1.5712322737385083,-0.7440003197230487,-0.5802413087102567,-0.35305072452900704,-0.4978810315736148,-0.9452947194483542,-0.6290606591987326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3910,3 Strikes ,-2.1046283382502193,-0.6971429917644818,-0.6087436939935079,-0.38900513892265354,-0.3776715311522709,-0.9858373237723129,-0.6329055165881794,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3911,The Cooler ,0.5623519843083373,-0.7627432509064754,-0.42335255369151237,-0.3570235879979183,-0.39110052077833185,0.10881299297457406,-0.654899524128295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3912,The Misfits ,0.9179493606494785,-0.7440003197230487,-0.5301974494888418,-0.3948651125392976,-0.46295563691180713,-0.5966283222623087,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,The Night Listener ,-0.4155408006297998,-0.7440003197230487,-0.529484380521784,-0.36626049556313683,2.0013140676406196,-0.15065967469876212,-0.6607284161044343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3914,The Jerky Boys ,-1.5712322737385083,,-0.6038948250175152,-0.38801192305542576,-0.4955259475720295,-1.083139574149814,-0.6644642693378522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3915,My Soul to Take ,-1.3934335855679376,-0.2519983761580962,-0.506903863231622,-0.3948651125392976,-0.4186099062436581,0.13313855556894932,-0.5657552337691033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3917,A Haunted House 2 ,-1.4823329296532226,-0.7440003197230487,-0.5190599913367017,-0.3948651125392976,-0.3416437567450403,-0.6047368431271004,-0.5284306798345463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3918,The Rules of Attraction ,0.2956539520524818,-0.7440003197230487,-0.31724110026029945,-0.3948651125392976,0.4528212825131538,-0.004706299132510525,-0.6788547559712372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3919,Topaz ,-0.05994342428865939,-0.7440003197230487,-0.5322619539267995,-0.3743055440876821,-0.508002881963407,-0.7587987395581438,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,Let's Go to Prison ,-0.3266414565445149,,-0.485097535105694,-0.3486309139198433,-0.46726493955300574,-0.7912328230173108,-0.7055124905717814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3921,Four Rooms ,0.2956539520524818,-0.7440003197230487,-0.08700810862990074,-0.3948651125392976,-0.1488275176365237,-0.7506902186933521,-0.7098693663318922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3922,Secretary ,0.6512513283936222,-0.7440003197230487,-0.1569024496675995,0.35004678788155563,-0.432940842934156,0.1574641181633246,-0.713419098245429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3923,The Real Cancun ,-3.2603198113589267,-0.6502856638059149,-0.5938303658824715,-0.3883595486089555,-0.4970291926794244,-0.7425816978285603,-0.7180722706696189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3924,Talk Radio ,0.8290500165641927,-0.7440003197230487,-0.5499460643098317,-0.3543419051564032,-0.4472216714544074,-0.8398839482060614,-0.7214802888146883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3925,Waiting for Guffman ,1.0957480488200482,-0.7440003197230487,-0.4642148010704313,-0.3948651125392976,-0.36739935625173925,-0.7587987395581438,-0.7295111539759963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3926,Love Stinks ,-0.5044401447150855,-0.7440003197230487,-0.5886283579894598,-0.379519927390628,-0.41234638496284615,-0.7993413438821025,-0.7308019985364301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3927,You Kill Me ,0.1178552638819112,-0.7440003197230487,-0.5081738051062867,-0.3536466540493437,-0.5068503940477376,-0.18309375815792914,-0.7360047091808457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3928,Thumbsucker ,0.2067546079671961,-0.7440003197230487,-0.49093790950254795,-0.3597052708394333,-0.48520366450125135,-0.23985340421147144,-0.7513664872597978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3929,Red State ,-0.14884276837394428,-0.7440003197230487,-0.256100529684862,0.3997075812429458,-0.3063676048915071,1.0250758506960425,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
